"共通","共通","日本","日本","日本","日本","ドル円","ドル円","ドル円","ドル円","NYダウ","NYダウ","NYダウ","NYダウ","投資部門別","投資部門別","凪","凪","日柄","日柄","指標","指標","指標"
"日付","合計","短期線","中期線","長期線","増田","短期線","中期線","長期線","増田","短期線","中期線","長期線","増田","海外買い","個人売り","勝率","期待値","日経週足","ドル円週足","騰落レシオ","空売り比率","新高安値"
"-","1.0","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.025","0.175","0.175","0.025","0.025","0.15","0.05","0.025","0.025","0.05"
"2017/08/16","-5","-5","-2","0","-8","0","-2","-2","-10","-2","0","0","10","-10","-10","0","10","-10","0","-10","0","10"
"2017/08/17","-5","-2","-2","0","-8","0","-2","-2","-10","-2","0","0","10","-10","-10","0","10","-10","0","-10","-10","10"
"2017/08/18","-6","-5","-2","0","-8","0","-2","-2","-10","-2","0","0","10","-10","-10","0","10","-10","0","-10","-10","-10"
"2017/08/21","-6","-2","-2","0","-10","-2","-2","-2","-10","-5","0","0","-3","-10","-10","-10","-10","-10","0","10","-10","10"
"2017/08/22","-6","-5","-2","-2","-10","-2","-2","-2","-10","-2","0","0","-3","-10","-10","-10","-10","-10","0","-10","-10","10"
"2017/08/23","-6","-5","-2","-2","-10","-2","-2","-2","-10","-2","0","0","-3","-10","-10","-10","-10","-10","0","10","-10","10"
"2017/08/24","-6","-5","-2","-2","-10","-2","-2","-2","-10","0","0","0","-3","-10","-10","-10","-10","-10","0","-10","-10","10"
"2017/08/25","-6","-2","-2","-2","-10","0","-2","-2","-10","0","0","0","-3","-10","-10","-10","-10","-10","0","-10","-10","10"
"2017/08/28","-6","0","-2","-2","-10","0","-2","-2","-10","0","0","0","-3","-10","-10","0","10","-10","-10","10","-10","10"
"2017/08/29","-6","-2","-2","-2","-10","0","-2","-2","-10","-2","0","0","-3","-10","-10","0","10","-10","-10","-10","-10","10"
"2017/08/30","-6","0","-2","-2","-10","0","-2","-2","-10","0","0","0","-3","-10","-10","0","10","-10","-10","10","-10","10"
"2017/08/31","-5","5","-2","-2","-10","0","-2","-2","-10","0","0","0","-3","-10","-6","0","10","-10","-10","10","-10","10"
"2017/09/01","-4","0","-2","-2","-10","0","-2","-2","3","0","0","0","-3","-10","-6","0","10","-10","-10","10","0","10"
"2017/09/04","-4","0","-2","-2","-10","0","-2","-2","3","0","0","0","10","-10","-6","10","10","-10","-10","-10","-10","10"
"2017/09/05","-6","0","-2","-2","-10","-2","-2","-2","3","-2","-2","0","10","-10","-6","10","10","-10","-10","-10","-10","-10"
"2017/09/06","-6","-2","-2","-2","-10","-2","-2","-2","-10","-2","-2","0","-3","-10","-6","10","10","-10","-10","10","-10","-10"
"2017/09/07","-6","-5","-2","-2","-10","-5","-2","-2","-10","-2","-2","0","-3","-10","-10","10","10","-10","-10","10","-10","10"
"2017/09/08","-6","-5","-2","-2","-10","-5","-2","-2","-10","-2","-2","0","-3","-10","-10","10","10","-10","-10","-10","-10","10"
"2017/09/11","-6","0","-2","-2","-10","-2","-2","-2","-10","-10","-10","-10","-10","-10","-10","10","10","-10","-10","10","0","10"
"2017/09/12","-4","5","-2","0","-10","5","-2","-2","-10","10","10","10","10","-10","-10","10","10","-10","-10","10","0","10"
"2017/09/13","-5","10","-2","0","3","0","0","-2","-10","-10","-10","-10","-10","-10","-10","10","10","-10","-10","10","0","10"
"2017/09/14","0","5","0","0","3","5","0","-2","3","10","0","0","-10","0","0","10","10","-10","-10","10","0","10"
"2017/09/15","-1","4","0","0","2","4","0","-2","2","8","0","0","-8","0","0","10","10","-10","-10","0","0","0"
"2017/09/18","-2","3","0","0","2","3","0","-2","2","6","0","0","-6","0","0","0","10","-10","-10","0","0","0"
"2017/09/19","-2","2","0","0","1","2","0","-2","1","4","0","0","-4","0","0","0","10","-10","-10","0","0","0"
"2017/09/20","-2","1","0","0","1","1","0","-2","1","2","0","0","-2","0","0","0","10","-10","-10","0","0","0"
"2017/09/21","-2","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","10","-10","-10","0","0","0"
"2017/09/22","-2","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","0","10","-10","-10","0","0","0"
"2017/09/25","-3","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","-10","-10","0","0","0"
"2017/09/26","-3","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","-10","-10","0","0","0"
"2017/09/27","-3","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","-10","-10","0","0","0"
"2017/09/28","-3","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","-10","-10","0","0","0"
"2017/09/29","-3","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","-10","-10","0","0","0"
"2017/10/02","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/03","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/04","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/05","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/06","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/09","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/10","-1","0","0","0","0","0","0","-2","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/11","-1","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/12","-1","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/13","-1","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","-10","-10","0","-10","0","0","0"
"2017/10/16","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","0","-10","0","0","0"
"2017/10/17","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","0","-10","0","0","0"
"2017/10/18","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","0","-10","0","0","0"
"2017/10/19","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","0","-10","0","0","0"
"2017/10/20","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","0","-10","0","0","0"
"2017/10/23","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/10/24","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/10/25","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/10/26","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/10/27","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/10/30","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","10","10","10","0","0","0"
"2017/10/31","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","10","10","10","0","0","0"
"2017/11/01","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","10","10","10","0","0","0"
"2017/11/02","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","10","10","10","0","0","0"
"2017/11/03","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","10","10","10","0","0","0"
"2017/11/06","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/11/07","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/11/08","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/11/09","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/11/10","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","10","0","0","0"
"2017/11/13","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/14","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/15","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/16","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/17","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/20","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/21","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/22","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/23","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/24","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/27","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/28","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/29","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/11/30","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/12/01","2","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","10","10","10","0","0","0","0"
"2017/12/04","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0"
"2017/12/05","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0"
"2017/12/06","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0"
"2017/12/07","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0"
"2017/12/08","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0"
"2017/12/11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-10","-10","10","0","0","0","0"
"2017/12/12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-10","-10","10","0","0","0","0"
"2017/12/13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-10","-10","10","0","0","0","0"
"2017/12/14","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-10","-10","10","0","0","0","0"
"2017/12/15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-10","-10","10","0","0","0","0"
"2017/12/18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/21","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/26","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/27","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/28","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
"2017/12/29","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","0","0","0","0","0"
