"2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14","2015-12-13","2015-12-14"
"証券コード","会社名","市場","業種","PER","東証1部平均
PER","PBR","東証1部平均
PBR","昨季
営業利益増加率(%)","今期予想
営業利益増加率(%)","四半期の見通し
悪1 - 5良","四半期の見通し
悪1 - 5良","自己資本比率(%)","IR活動の数
(分割,分売,優待新設,優待拡充,優待変更,自己株式取得)","上場日","株主優待","配当月","サイクロ","一か月の
25日移動曲線の
値動き","25日
移動平均曲線の
値動き
乖離率","一か月の
25日移動曲線の
出来高","25日
移動平均曲線
出来高
"3708-T","特種東海製紙","東証1部","パルプ・紙","38.4778012684989363","22.801601219337865","0.838207525445585633","0.76446903233990926","-22.107%","72.547%","4","1","52.200%","0","2007-04-02","あり","3月末日・9月末日","0.25","↑↑→↓","-6.590%","↑→↑↓","12.521%","1535.000%","1256.600%","6349.700%","557.682%","481.955%","742.885%","742.885%","259.959%","259.959%","2793.263%","2793.263%"
"3710-T","ジョルダン","JQスタンダード","情報・通信業","13.552540013917886","38.4071580354396644","0.95410731563927631","2.51743426080294563","-23.103%","","4","4","87.800%","0","2003-04-16","あり","9月末日・3月末日","0.3333333333333333","→→→→","2.188%","↑↑↓↑","-20.949%","16.144%","215.000%","426.200%","117.455%","122.500%","110.750%","108.250%","120.430%","117.711%","85.059%","83.139%"
"3711-T","創通","JQスタンダード","情報・通信業","14.3645646474403197","38.4071580354396644","1.85148955091151612","2.51743426080294563","1.037%","","5","5","75.300%","2","2003-04-25","なし","8月末日","0.5","→→→→","0.220%","↑↑↑↓","-71.416%","126.600%","1343.800%","1650.200%","68.000%","67.409%","179.000%","129.000%","63.929%","49.143%","354.084%","272.190%"
"3712-T","情報企画","東証2部","情報・通信業","13.281954578994835","38.4071580354396644","2.45737515927431582","2.51743426080294563","35.774%","","4","4","68.400%","2","2003-05-30","あり","9月末日","0.5","↑↑↑↑","-1.207%","↑↓↑↑","6.707%","170.750%","221.200%","220.800%","115.636%","131.091%","112.000%","114.500%","156.479%","159.972%","187.032%","191.207%"
"3719-T","ジェクシード","JQスタンダード","情報・通信業","1342.85714285714266","38.4071580354396644","5.52941176470588225","2.51743426080294563","-20.192%","-56.627%","1","3","54.000%","0","2003-09-17","なし","12月末日","0.5","↓→→→","-8.059%","↑↑↑↑","-72.167%","5.760%","-40.000%","25.600%","177.045%","177.045%","526.000%","526.000%","200.381%","200.381%","50.496%","50.496%"
"3723-T","日本ファルコム","東証マザーズ","情報・通信業","21.7229285401139869","38.4071580354396644","2.88971831807313251","2.51743426080294563","-46.851%","","4","4","91.400%","0","2003-12-02","なし","9月末日","0.3333333333333333","↓→→→","0.210%","↑→→→","-63.174%","257.000%","398.400%","352.500%","180.773%","195.227%","234.500%","234.500%","130.350%","130.350%","234.500%","234.500%"
"3724-T","ベリサーブ","東証1部","情報・通信業","23.9970190038504505","38.4071580354396644","1.93426308781274092","2.51743426080294563","93.987%","26.264%","4","5","80.700%","0","2003-12-03","あり","3月末日・9月末日","0.5","↑↑↑↑","12.292%","↑↑↓↓","-54.807%","260.450%","192.000%","511.400%","107.818%","118.955%","115.800%","115.800%","126.862%","126.862%","231.289%","231.289%"
"3726-T","フォーシーズホールディングス","東証2部","小売業","20.0146627565982413","40.9815901034998262","1.62732474964234619","2.32295746955603644","70.588%","","5","4","58.800%","0","2003-12-05","あり","9月末日","0.4166666666666667","↑↑↑↑","-1.544%","↑↑↑↑","-92.599%","48.125%","27.000%","115.200%","274.045%","388.227%","193.900%","204.650%","166.667%","167.708%","56.146%","56.497%"
"3727-T","アプリックスIPホールディングス","東証マザーズ","情報・通信業","","38.4071580354396644","6.13224315677212939","2.51743426080294563","67.460%","-1.325%","1","1","82.700%","0","2003-12-17","なし","12月末日","0.4166666666666667","↓↓↑↑","26.096%","↑↑↑↑","7.893%","354.250%","-848.000%","472.800%","419.864%","419.864%","508.650%","508.650%","227.913%","227.913%","565.167%","565.167%"
"3733-T","ソフトウェア・サービス","JQスタンダード","情報・通信業","14.2972683868611234","38.4071580354396644","2.30598968195857612","2.51743426080294563","34.360%","-24.331%","3","4","78.800%","1","2004-02-20","なし","10月末日","0.6666666666666666","→↑↑↑","11.089%","↓↑↓↑","-14.260%","117.224%","1120.400%","1147.300%","71.364%","61.955%","135.900%","136.400%","141.504%","142.024%","725.708%","728.378%"
"3734-T","インテア・ホールディングス","東証マザーズ","情報・通信業","","38.4071580354396644","0.958586340997475639","2.51743426080294563","-60.000%","-320.000%","3","3","92.100%","0","2004-03-08","なし","3月末日","0.5833333333333334","→→↓→","2.450%","↑↓↓↑","-47.956%","74.725%","71.000%","313.800%","145.818%","138.636%","383.850%","383.850%","206.207%","206.207%","107.862%","107.862%"
"3738-T","ティーガイア","東証1部","情報・通信業","10.0106984563655796","38.4071580354396644","2.85658213218779311","2.51743426080294563","12.116%","-8.947%","5","5","32.300%","0","2004-04-07","なし","3月末日","0.3333333333333333","→↓↓↓","-18.567%","↑↑↑↑","135.332%","2824.925%","5371.800%","2910.500%","199.727%","165.636%","1048.700%","1048.700%","75.784%","75.784%","1498.596%","1498.596%"
"3741-T","セック","JQスタンダード","情報・通信業","24.9268649439297896","38.4071580354396644","2.23991763236872643","2.51743426080294563","0.768%","-11.280%","2","4","83.100%","0","2004-06-10","なし","3月末日","0.25","↑↑↑↑","5.948%","↑↑→↑","-40.642%","40.448%","282.600%","463.700%","71.818%","74.045%","73.500%","73.500%","164.063%","164.063%","290.325%","290.325%"
"3742-T","ITbook","東証マザーズ","情報・通信業","232.851985559566799","38.4071580354396644","54.5685279187817258","2.51743426080294563","302.941%","-445.985%","5","2","44.100%","0","2004-07-01","なし","3月末日","0.4166666666666667","↓↓↓↓","-9.150%","↑↓↑↓","-33.829%","260.800%","37.000%","46.100%","407.909%","826.318%","477.600%","697.100%","171.623%","250.499%","313.314%","457.310%"
"3744-T","サイオステクノロジー","東証2部","情報・通信業","","38.4071580354396644","2.50250808159625482","2.51743426080294563","-36.585%","-183.761%","3","3","57.400%","3","2004-08-05","なし","12月末日","0.5","→↑↑↑","-0.488%","↑↑↑↑","-12.007%","100.950%","112.600%","204.100%","136.273%","136.273%","217.200%","217.200%","139.863%","139.863%","98.834%","98.834%"
"3747-T","インタートレード","東証2部","情報・通信業","22.8952772073921977","38.4071580354396644","0.912065439672801626","2.51743426080294563","-5600.000%","","4","4","75.500%","1","2004-09-16","あり","9月末日・3月末日","0.4166666666666667","↑↓↓→","-3.430%","↑↓↓↓","-43.972%","41.500%","-29.400%","175.600%","90.500%","86.591%","244.700%","245.700%","187.841%","188.608%","54.568%","54.791%"
"3750-T","セブンシーズホールディングス","東証2部","情報・通信業","4.34685404024273403","38.4071580354396644","0.559511280668289146","2.51743426080294563","27.660%","-110.000%","3","2","93.100%","0","2004-10-01","なし","3月末日","0.25","→→→→","-4.198%","↓↑↑↓","-11.168%","54.500%","139.800%","319.300%","35.818%","33.682%","46.900%","46.900%","168.766%","168.766%","64.384%","64.384%"
"3751-T","日本アジアグループ","東証1部","情報・通信業","7.12247585601404687","38.4071580354396644","0.650698322622043523","2.51743426080294563","19.518%","-90.508%","2","2","21.700%","0","2004-10-08","なし","3月末日","0.5","↑↑↑↑","14.052%","↑↑↑↑","-40.556%","459.675%","1502.800%","2644.400%","334.909%","0.000%","1210.400%","1192.400%","250.165%","246.445%","804.963%","792.993%"
"3753-T","フライトホールディングス","東証2部","情報・通信業","162.5","38.4071580354396644","17.3403395311236892","2.51743426080294563","-83.799%","-1741.379%","4","4","38.100%","0","2004-11-01","なし","3月末日","0.5","↓→→↓","-2.597%","↑→↓↓","-69.106%","105.925%","37.200%","47.300%","313.136%","367.682%","344.800%","457.300%","208.364%","276.348%","154.496%","204.905%"
"3754-T","エキサイト","JQスタンダード","情報・通信業","","38.4071580354396644","0.922312461179669363","2.51743426080294563","-12.027%","-453.906%","3","1","83.100%","0","2004-11-02","なし","3月末日","0.75","→→↑↑","2.913%","↑↑↓↓","-69.880%","20.068%","108.000%","615.100%","110.864%","104.909%","137.000%","137.000%","124.066%","124.066%","108.927%","108.927%"
"3756-T","豆蔵ホールディングス","東証1部","情報・通信業","16.3773584905660385","38.4071580354396644","2.52678155565905938","2.51743426080294563","9.904%","0.262%","5","5","50.000%","0","2004-11-09","なし","3月末日","0.5","↑↑↑↑","3.742%","↑↑↑↓","-23.068%","305.500%","429.800%","431.400%","250.864%","0.000%","712.900%","713.200%","213.083%","213.105%","455.677%","455.726%"
"3758-T","アエリア","JQスタンダード","情報・通信業","","38.4071580354396644","1.35382038724084564","2.51743426080294563","25.510%","-52.613%","1","3","94.300%","0","2004-12-15","あり","12月末日","0.25","↓↓↓↓","-10.215%","↑↑↓↑","-63.524%","33.140%","-291.000%","357.900%","129.364%","129.364%","196.650%","239.350%","170.699%","183.907%","247.493%","266.642%"
"3760-T","ケイブ","JQスタンダード","情報・通信業","","38.4071580354396644","10.8647694683432601","2.51743426080294563","124.138%","-47.253%","2","3","50.900%","0","2004-12-24","なし","5月末日","0.5","↑↑↑↑","7.747%","↑↑↑↓","-12.808%","20.764%","-138.600%","50.000%","101.682%","101.682%","99.600%","99.600%","231.171%","231.171%","210.001%","210.001%"
"3762-T","テクマトリックス","東証1部","情報・通信業","18.4306816641821385","38.4071580354396644","3.4050224080518765","2.51743426080294563","1.073%","-8.319%","5","5","50.200%","1","2005-02-18","あり","9月末日","0.4166666666666667","↑↑↑↑","4.757%","↑↑↑↓","24.248%","409.150%","459.200%","673.200%","167.682%","157.182%","416.450%","434.450%","192.238%","200.547%","550.579%","574.377%"
"3763-T","プロシップ","JQスタンダード","情報・通信業","11.054701109949729","38.4071580354396644","1.36660103371892694","2.51743426080294563","22.338%","-19.113%","4","4","83.300%","0","2005-03-01","なし","3月末日","0.8333333333333334","↑→→→","-1.268%","↑↓↓↓","43.072%","33.964%","428.600%","602.200%","78.455%","69.227%","114.350%","114.350%","173.923%","173.923%","258.436%","258.436%"
"3765-T","ガンホー・オンライン・エンターテイメント","東証1部","情報・通信業","","38.4071580354396644","4.26772388059701502","2.51743426080294563","3.861%","-17.958%","2","","82.700%","0","2005-03-09","なし","12月末日","0.5833333333333334","↑↑→→","-6.077%","↑↑↓↓","-20.583%","9997.075%","37697.200%","12890.600%","5807.864%","5807.864%","26355.600%","26355.600%","142.362%","142.362%","9962.412%","9962.412%"
"3766-T","システムズ・デザイン","JQスタンダード","情報・通信業","12.4137931034482758","38.4071580354396644","0.54086014209694766","2.51743426080294563","-42.391%","-103.774%","3","1","75.600%","0","2005-03-09","なし","3月末日","0.4166666666666667","→→↓→","-3.253%","↑→↓→","5.853%","8.984%","118.200%","378.700%","61.091%","57.364%","117.500%","117.500%","170.413%","170.413%","66.981%","66.981%"
"3768-T","リスクモンスター","JQスタンダード","情報・通信業","16.4658634538152597","38.4071580354396644","0.602675290313097189","2.51743426080294563","2.991%","31.120%","4","5","79.400%","5","2005-03-23","あり","9月末日","0.5","→→→→","-1.753%","↑↑↑↑","-67.462%","9.332%","109.600%","379.800%","140.273%","131.000%","197.100%","196.600%","268.036%","275.891%","109.432%","112.639%"
"3769-T","GMOペイメントゲートウェイ","東証1部","情報・通信業","87.5207484532971165","38.4071580354396644","13.3094680802239669","2.51743426080294563","20.234%","","5","5","44.900%","0","2005-04-04","なし","9月末日","0.6666666666666666","→↑↑↑","7.675%","↑↑↑→","-4.788%","5441.775%","1105.400%","1618.400%","118.591%","124.773%","914.900%","848.250%","140.772%","130.492%","5362.357%","4970.775%"
"3770-T","ザッパラス","東証1部","情報・通信業","","38.4071580354396644","0.756046091484613325","2.51743426080294563","-7.339%","-0.424%","1","2","87.400%","0","2005-05-27","なし","4月末日","0.4166666666666667","→→→→","1.080%","↑↑↑↑","88.651%","166.550%","356.200%","845.100%","313.682%","313.682%","491.550%","491.550%","205.762%","205.762%","239.888%","239.888%"
"3771-T","システムリサーチ","JQスタンダード","情報・通信業","9.59905194548686502","38.4071580354396644","1.52485896623347283","2.51743426080294563","22.632%","-21.602%","5","5","48.800%","0","2005-06-13","なし","3月末日","0.5833333333333334","↑↑↑↑","3.279%","↑↑→↑","93.396%","20.012%","255.800%","325.100%","45.045%","45.727%","82.000%","81.500%","224.197%","222.830%","196.290%","195.093%"
"3772-T","ウェルス・マネジメント","東証マザーズ","情報・通信業","11.8480905532635141","38.4071580354396644","2.87910336495205765","2.51743426080294563","14.286%","2175.000%","5","5","58.100%","0","2005-06-07","あり","3月末日・9月末日","0.5833333333333334","→↑↑↑","25.078%","↑↑↑↑","-13.880%","106.100%","5.600%","125.000%","83.500%","81.591%","66.800%","66.800%","92.291%","92.291%","68.544%","68.544%"
"3773-T","アドバンスト・メディア","東証マザーズ","情報・通信業","","38.4071580354396644","2.26966292134831482","2.51743426080294563","106.633%","-1.235%","1","1","81.300%","0","2005-06-27","なし","3月末日","0.3333333333333333","↓→↓↓","-4.820%","↑→↑↑","1.852%","285.125%","-24.400%","533.400%","628.909%","597.955%","772.950%","772.950%","277.284%","277.284%","553.424%","553.424%"
"3774-T","インターネットイニシアティブ","東証1部","情報・通信業","28.325292901447277","38.4071580354396644","1.77185721676151053","2.51743426080294563","-11.323%","4.315%","4","4","63.100%","0","2005-12-02","なし","3月末日","0.75","→→→↑","6.657%","↑↓↑↑","27.212%","2843.550%","2282.400%","6250.400%","501.727%","416.636%","1741.050%","1740.550%","212.987%","212.926%","4239.483%","4238.266%"
"3776-T","ブロードバンドタワー","JQスタンダード","情報・通信業","102.5","38.4071580354396644","1.38279932546374362","2.51743426080294563","-2.038%","-72.952%","2","3","68.400%","0","2005-08-03","あり","6月末日","0.3333333333333333","↓↑↑↑","4.358%","↑↑↑↑","-64.726%","44.856%","311.800%","711.800%","547.182%","547.182%","1881.200%","1881.450%","208.029%","208.037%","408.247%","408.262%"
"3777-T","ジオネクスト","JQグロース","情報・通信業","","38.4071580354396644","4.16024653312788928","2.51743426080294563","195.745%","76.499%","1","2","74.700%","0","2005-09-15","なし","12月末日","0.6666666666666666","↓↓↓↓","-9.669%","↑↓↓↓","-24.152%","18.212%","-51.200%","123.200%","177.227%","177.227%","1133.500%","1133.500%","156.491%","156.491%","124.688%","124.688%"
"3778-T","さくらインターネット","東証1部","情報・通信業","16.8235294117647065","38.4071580354396644","2.39330543933054374","2.51743426080294563","30.978%","-13.485%","4","4","28.100%","2","2005-10-12","あり","3月末日・9月末日","0.4166666666666667","↓↓↓→","0.548%","↑↑↓↑","-32.809%","248.175%","298.000%","395.700%","83.273%","376.591%","190.850%","762.500%","125.685%","125.530%","218.344%","218.074%"
